"","text","score","sentiment"
"2820","salah pitur",-1,"Negatif"
"622","improvisasi versi",0,"Positif"
"2227","sekalmembantuapk jelasygbostransaksi kelihatanstrom token hilangsaya bayarhilang sajasaya coba hubung callcenterotomatis habis pulsa kapk sampahmakan gaji buta kausadis",-1,"Negatif"
"2748","ajar",-1,"Negatif"
"167","aplikasi manfaatkait listrik rumah mudah mantab",0,"Positif"
"111","aplikasi bantu hemat masyarakat kantorlaku bayar",2,"Positif"
"1414","tolong kerjabank mandiri bayar online rekening mandiri",3,"Positif"
"1367","thnkmobile mudah",0,"Positif"
"2188","upgrade akun banget prosestolaklanggan beda burek mata baca",-1,"Negatif"
"1950","metode pembelajaran debet mandiri debetpakai dululah edit alamat cantum tagih salah",-1,"Negatif"
"2943","input datalanggan temu pakailapor keluh pitam",-1,"Negatif"
"1001","mohon maaf transaksi beli token listrik status gagal pmbayaran bangking uang",0,"Positif"
"8","ajukaplikasi inikenapa",0,"Positif"
"21","alami login overall aplikasi bantu respon hadap keluh langgan",1,"Positif"
"843","manfaat bantu saran bayar bank",3,"Positif"
"2074","versipeduli covidmohon informasi",-1,"Negatif"
"2018","selasa januari kemarin lapor kabel rumah putus alhamdulillah ditangani baiklistrik rumah tetangga sala lagitapi malam tetangga sadar tegang turun paham istilahnyaberulang kali lampu redup terang redup pagi lapor tanggap malam",-6,"Negatif"
"886","mantapdan mudah transaksi beliplnmobiledigengaman bumn",0,"Positif"
"306","bagus repot antri cepat banget ayanbagus terima kasih",2,"Positif"
"2582","madam rumah tanggalbarusan lapang tugas terima kasih keperdulianlangganmasuk tugas teknis informasi langgan lapor masuk informasi maju",-1,"Negatif"
"2703","ayan tolong ditingkatkantarip dasar listriksubsidi turun",-2,"Negatif"
"2144","pakai aplikasimeng hubung langsun keluh mlammalampagi tindakkeluh lampu padam bangun meter lokasi tinggal lampu padamdi tetanggabirman lampumalam nyala",-1,"Negatif"
"1836","lemot ayanlaporin gangguonlinelinelemot rumah kantor",-2,"Negatif"
"1362","terimakasipenanganancepat ramah cuman komunikasi tugas pemanggil pemberitahuan ditangani pemanggil",1,"Positif"
"1852","kasih bintang token beli tanggal gagal masuk hubungwilayah kasih kode token baris masuk suruh beli token laksana masuk token masuk gagal gagal masuk tanggungganti rugi ribu kampung suruh mengiklaskan iklas rugi langgan",-4,"Negatif"
"566","foto selfierekam aplikasi",0,"Positif"
"2192","coba disiplin tugas lapanganada keluh ganggu laportugas lokasi statusselesai",-2,"Negatif"
"1716","bukamobile daftar kembalipadahal tugas catat meter bantu daftar sampaix foto profil koneksimobile foto tugas catat meter",-1,"Negatif"
"670","kasih bintang mohon cancelawalnya claim voucher salah tolong bantu ubah mohon cancelnya",1,"Positif"
"1563","lapor aplikasi padam listrikhasil aplikasi tulis nyala selesai nyata nyala listriknyaayolah benarjika nyalatulis nyalaxlapor inidan kenyataannyathx",-2,"Negatif"
"85","aplikasi bagus opsi metode bayar lumayanaplikasi cetak struk koneksi printer blueooth mohon",1,"Positif"
"2415","mudah aplikasimobile rusak langsung ditindaklanjuti mohonbabelan masuk list daerah teluk pucung masukmedan satria mohon tingkat kinerjadaerah april kali mati lampu terimakasih",-1,"Negatif"
"781","listrik phase data temu masuk idno meter",0,"Positif"
"2023","parah tanggallistrik padammalam tanggal maret malampadam tanggal maretpadam lurah gayamsarisemarang timur kota semarang",-1,"Negatif"
"427","berahlak handal tebaik",1,"Positif"
"459","buka aplikasi",0,"Positif"
"2226","date aplikasimobile gilir klik update mesti update",-1,"Negatif"
"1847","mohon bantu tugas plan arus listrik rumah nama baco ufnia jalan utarum kampung",-1,"Negatif"
"206","aplikasibagus membantudi mohon mtode bayar lgiterutama bank",1,"Positif"
"1769","sayangmobile cari cewek",-1,"Negatif"
"2397","aplikasi kontlobikin bocah mudah kesel gara aplikasi sial",-1,"Negatif"
"396","bayar lembaga kelasoutlet bayar kayakalih indoalfamerchant banget offline ganggu mudah konsumen sulit konsumen tolong hati",2,"Positif"
"652","kali pakaihasil muas joossstegaltegal pelayananya senangpakaicepat praktis gratis pakaitandany listrikhehehe",1,"Positif"
"520","disuru kontak twiter fungsi aplikasi",1,"Positif"
"522","diupdate versimuter",0,"Positif"
"2171","ayan buruk",-1,"Negatif"
"234","april gratis token listrikbuka",1,"Positif"
"2046","stimulus tokennya klaimdesember token klaim tanggal caricari alamat website whatsmobile mohon info",-1,"Negatif"
"710","kerja toko surya jaya agung",2,"Positif"
"2702","jelek errornya live chat muncul error servernya malas malesan",-3,"Negatif"
"2027","pengaduanbtentang madam listrik daerah rumah rumah",-2,"Negatif"
"830","madam ganggu potensi bakar tanggap lapang",0,"Positif"
"2166","ganggu listrik aplikasi kirim puluh kali gagal",-2,"Negatif"
"953","mobile bantu ayanditangani cepat ubah daya pemindahanrenovasi rumah aplikasi",1,"Positif"
"2429","pakai aplikasimeng hubung langsun keluh mlammalampagi tindakkeluh lampu padam bangun meter lokasi tinggal lampu padamdi tetanggabirman lampumalam nyala",-1,"Negatif"
"141","aplikasi eror menu langgan pilih titik koordinat lokasi muncul tampil pilih provinsi muncul jawa timur provinsi tolong aplikasi mudah",2,"Positif"
"1475","upto dead kegunaanyadead",0,"Positif"
"751","layan",0,"Positif"
"354","bantu langganlistrik padam malam langsungaplikasitugas teknikmenangani ganggu terima kasih",1,"Positif"
"2684","bukamobile daftar kembalipadahal tugas catat meter bantu daftar sampaix foto profil koneksimobile foto tugas catat meter",-1,"Negatif"
"2807","lokasi bekas titik suai provinsi pasang jawa timur aplikasi payah",-1,"Negatif"
"2944","notif beli token hasil notif beli token gagal ngapa",-1,"Negatif"
"2205","aplikasi bohong",-1,"Negatif"
"515","diruthebat paiton probolinggo langgan padam",0,"Positif"
"1433","trimakasih",0,"Positif"
"2656","download masuk susah sekal daftar email password",-2,"Negatif"
"2185","halopasangkabeltiang besi batang total biaya penawaran biayabiaya",-1,"Negatif"
"121","aplikasi bantu pelangganterhadap instalasi listrik rusak",0,"Positif"
"1178","riwayat transaksi ngebug anjir",0,"Positif"
"2738","coba menu lihat sisa token alert alarm aplikasi token habis meter listrik bunyi",-2,"Negatif"
"2094","lokasi bekas titik suai provinsi pasang jawa timur aplikasi payah",-1,"Negatif"
"1689","ajar",-1,"Negatif"
"2559","lapormobile tugas nakal lapor kerja selesai tugas cobamobile laku telfon langsung langgan verifikasijaring listrik",-1,"Negatif"
"2260","ayan listrik jambi khusus sungai bahar buruk",-1,"Negatif"
"1701","aplikasi rusak lapor versi",-2,"Negatif"
"1548","aplikasi bingung baca lokasi langgan kalosyarat baca lokasi ujung ujung langsung kantor",-3,"Negatif"
"2948","upgrade akun ambil gambar kamera klik mohon aplikasi diupdet maret suruh update",-1,"Negatif"
"2422","baguslayan ubah dayacuman layan kalo turun layan layan",-1,"Negatif"
"2910","aplikasi bagus implementasinyo buruk status keluh kerja close",-1,"Negatif"
"889","mantapoke bangenpengaduan aplikasi langsung tanggap pokok mantap aplikasi",1,"Positif"
"1402","tokenpakai link",0,"Positif"
"20","alami ganggu listrik kitarpagi lapormobile kitarkitarriwayattera nyala tugaspelayannanny sopan",0,"Positif"
"2592","beli token status proses lamaaa nomer token muncul buruk",-1,"Negatif"
"2075","suai maksud tolong aplikasi lambat",-1,"Negatif"
"2623","installlapor kantor ayan suruh pulang lakulaporayan tindak tugaslapor pagi sore tindak lapor harap tugastanggap merespon cepatajuk",-3,"Negatif"
"2907","jaring putus hubung live chat",-1,"Negatif"
"2690","aplikasi kasih menu lihat sisa token biar repot lihat kwhnya langsung dengar alarm pantau aplikasi sisa tokennya",-2,"Negatif"
"1937","penanganan bagus tugas lapanganannya hujan angin main mati listrik padam pagi sahur hidup kayak penangannyatolong nang madam itukatax pltu padam trsapalagi puasa padam malamtugas orang terawehtadarustolongpenanganannya tugas lapang ituterimakasih",-1,"Negatif"
"1776","coba verifikasi akun susah langkah foto identitas gambar ciut tolong",-2,"Negatif"
"1087","payah histori tagihmuncul upgrade tolaksuka susah bayar terima kasih",0,"Positif"
"807","lumayan bantu",2,"Positif"
"292","bagus batas metoda bayar listrik bank bankmilik nasabah",0,"Positif"
"1601","turun daya susah sekal proses",-2,"Negatif"
"2342","buruk error",-2,"Negatif"
"393","bayar beres diputustolong jelasstop pungli",0,"Positif"
"747","lapor selesai kerja kondisi lapang listrik padam ayan",1,"Positif"
"409","bayarvirtual accounterror",0,"Positif"
"2831","lampu nyala status lapor selesai nyalasudah",-1,"Negatif"
"455","boros minggu upgarade",0,"Positif"
"2487","eror foto ktpnya",-1,"Negatif"
"2485","input ajuk keluh muncul pesanstateno element",-1,"Negatif"
"439","bintang bagusaplikasierror meterstatus aplikasi kerja selesaikenyataanya tugas rumahini nama pembohongantrus lapor lagistatus kerja selesaiehhhh nongol tugasdata",1,"Positif"
"2898","susah verifikasi foto",-1,"Negatif"
"2433","ayaninstalasi jalan lapor tindak tera selesaipdhal orangkalo lapor kena meter jalan salah lapor tindak",-8,"Negatif"
"637","istimewa sigap cepat thanks",3,"Positif"
"2912","aplikasi tugas lamban",-1,"Negatif"
"1364","terimaskasih",0,"Positif"
"966","mobileokey maaf komentar",1,"Positif"
"384","bantu trimakasihmobile",1,"Positif"
"2673","input datalanggan temu pakailapor keluh pitam",-1,"Negatif"
"1063","okay",0,"Positif"
"1412","tolong kasih cetak struk printer bluetootaplikasi biar pakai bayar listrik admin biar pakai usaha aplikasi",1,"Positif"
"1017","mrasa aplikasi pemakain bulnhabisgilir pakai aplikasi bayar tarif rekening lonjak kali lipatt habis fikir sumpah parah banget",0,"Positif"
"1179","riwayat verifikasikalodaftar",0,"Positif"
"636","invoice billing terima aplikasimobile sedia menu invoice billing orang lihat",0,"Positif"
"1278","terima kasih aplikasimobil mudah proses pengajuanperubahan daya moga tingkat ayan maju bangsa jayaterima kasih",2,"Positif"
"2729","akses mohon pasang hilang aplikasi tolong tingkat",-1,"Negatif"
"1423","tolongarea puri nirwana karang bahagiamati lampu kelapa kelip",1,"Positif"
"2666","daftar pasangtransfer masuk",-1,"Negatif"
"2570","update komplen madam lokasi gagal temu",-1,"Negatif"
"128","aplikasi bantu status lapor mohon hati penanganan status selesai",0,"Positif"
"1637","aplikasi error coba kali kali daftar daya gagal",-3,"Negatif"
"2588","respon hadap lapor masyarakat kelisrikan tanggap bagusmogaterusmajuindonesia",-1,"Negatif"
"581","garcep",0,"Positif"
"372","bantu sekal beli pulza",1,"Positif"
"1173","respont expert kerja cepat",2,"Positif"
"1772","hallooanehkalo totalin tagih biayatotalkali lipat",-1,"Negatif"
"918","mendowndload",0,"Positif"
"134","aplikasi bantulistrik",0,"Positif"
"1865","lihat komen roby milda arti kinerjakeluh tumpuk konsumen bentak saran tugas suruh batal keluh ayan publik takjub konsumen bayar telat denda pasca bayar gilir keluh telat kerjadenda merdeka",-3,"Negatif"
"753","layan ganggu cepat hasil",0,"Positif"
"2281","tolong cantum angka meter posisi catat kontrol dusta masyarakat bayar tagih pemakaianwajib layan nikmat nikmat hasil masyarakat",-1,"Negatif"
"1555","ayan tolong ditingkatkantarip dasar listriksubsidi turun",-2,"Negatif"
"2879","suka error",-1,"Negatif"
"112","aplikasi bantu keluh dadak padam malam cepat respon",1,"Positif"
"1762","download masuk susah sekal daftar email password",-2,"Negatif"
"1882","coba menu lihat sisa token alert alarm aplikasi token habis meter listrik bunyi",-2,"Negatif"
"2678","daftar bilang email daftar pakai fitur lupa sandi email masuk aplikasi fake real",-2,"Negatif"
"1630","aplikasi erti kerja daftar kali login bilang email daftar sila pilih lupa password coba ganti password hasil login pakai aplikasi kalo sulit",-2,"Negatif"
"1803","ayan muas geratis listrik perpanjangtidakblasan sekal aplikasi mlhan bingung",-1,"Negatif"
"2964","update lemotmw chatsusahampunbrkali gagal snyal stabil kecewa",-1,"Negatif"
"2572","menu merubahedit data hasil ubah data buruk",-1,"Negatif"
"1042","multifungsiteleponaplikasi",0,"Positif"
"1204","selamat pagi aplikasi bantu sayang contoh coba transaksi beli token dana transfer kalistatus prosestoken kirim kasih bintang kalo sempurna kasih bintang",6,"Positif"
"496","cuman propinsi jawa timur indonesia",1,"Positif"
"2263","aplikasix lihat sisa tokenpulsaandroin mencitnyata kecewa",-1,"Negatif"
"714","kirimtindak tugas lapang tugaskecewa ayan terima kasih",2,"Positif"
"1908","status selesai payah",-1,"Negatif"
"812","lumayan rumit",1,"Positif"
"2020","aplikasi buka klik aplikasilangsung sendirigaksistem aplikasiterhentiandroid",-1,"Negatif"
"1206","selamat sorekonfirmasi kabellintas atap rumah renovasi mohon tindaklaporemail respon terima kasih lokasi jalan swadayalurah semper barat camat cilincing jakarta utara",0,"Positif"
"1933","suck susah sekal ajar ecommerce",-2,"Negatif"
"540","enak bagus",0,"Positif"
"2425","lapor meter prabayar tulis periksa layan pasword tugas ngisi tunggu tugas",-1,"Negatif"
"1609","kecewa",-1,"Negatif"
"157","aplikasi logindata suailanggan gemanalanggan tinggal",0,"Positif"
"49","alhamdulillahtanggap ulas selesai instalasi listrik menumobile coba ajuk munculmohon maaf lapor sila coba coba puasmenelfon mogaservicenya thanks",0,"Positif"
"2814","masuk nomer meter listrik daftarnomer meter listrikdipencarian daftar",-1,"Negatif"
"2515","terimakasih pelayanannyalistrik rumah nyala lagiberkat tugas dtang memperbaikinyasemoga kinerja kedepannyakritik saran tugas ayan service profesional disiplin jalan tugasnyadan tanggung hasil pekerjaannyaseblumnya maaf sdhx hubung langsung kantor plnuntuk layan",-1,"Negatif"
"1999","aplikasi lemot error setting metode bayar link saldo saldo linkaja sinkron",-1,"Negatif"
"1413","tolong kembang aplikasi indonesia",0,"Positif"
"2461","matab ayan kali meter token komplain menufast respon langsung telepon tugas terimakasih",-1,"Negatif"
"2539","lampu padambenerinya tegorlapang kendala kecuali",-1,"Negatif"
"1972","halopasangkabeltiang besi batang total biaya penawaran biayabiaya",-1,"Negatif"
"645","kakak masuk",0,"Positif"
"680","kasih fitur notifikasipemberitahuan madam aplikasi keren notifikasi madam madam langgan antisipasi madam contoh meeting zoom listrik batrai handphone tinggal paksa left zoom habis batrai",2,"Positif"
"2410","histori tampil tagih update",-1,"Negatif"
"2848","samar",-1,"Negatif"
"2444","aplikasi lemot labih bagus update",-1,"Negatif"
"2630","bikin laporstasusnya selesai kabel putus tempel selokan",-1,"Negatif"
"191","aplikasi responnya",0,"Positif"
"956","mobile keren viturnya user friendly bantu mudah urus listrik surabaya jakarta pakai mobil sore rumahmobile mudah",2,"Positif"
"350","bantu kemarin hilangstroom token biliklangsung balas tugas",1,"Positif"
"693","kekmnameter boros kali banding meter tetangga pemakaian ngisikali tetangga ngisi kali kayak solo single tolong bantu",2,"Positif"
"952","mobile aplikasi sekal langgan listrik plnsemoga ayanaplikasimobile",0,"Positif"
"10","akses token gratis",1,"Positif"
"369","bantu sekal",1,"Positif"
"2713","suruh update susah update",-1,"Negatif"
"2257","kecewa layan plnkwhtoken lapor kantor tanganisaya lapor jumat tugassangatkecewa",-3,"Negatif"
"2119","aplikasi erti kerja daftar kali login bilang email daftar sila pilih lupa password coba ganti password hasil login pakai aplikasi kalo sulit",-2,"Negatif"
"2407","kasih diskon beli token lihat usaha sebelah kasih poin transaksi aplikasi wkwkwkwkw",-1,"Negatif"
"1217","serius recommended banget lapor telepon banget instal aplikasi stengahtugas langsung beres malam area teluk betung lampung tugas cepat tanggap",2,"Positif"
"799","login tanggal aprilpagi",0,"Positif"
"1863","aplikasi bantu lapor keluhtoken kali tindak sekal selesai doang rumah",-3,"Negatif"
"2946","lengkap stand meter stand meter",-1,"Negatif"
"882","mantap menu biar konsumen mudah",1,"Positif"
"718","klik pasang pilih provinsi langsung jawa timur melulu lokasi jawabaratkelasbumnabal",0,"Positif"
"2875","daftar",-1,"Negatif"
"762","layanlangsung beres",0,"Positif"
"725","komplenrespon cepat tugas langsung good sekal moga amanah",2,"Positif"
"1077","pasang online",0,"Positif"
"1109","playanancepattrs semangat ayan teknik",0,"Positif"
"481","cepat tanggap keluh kena ganggu listrik rumah cepat terima kasih team",0,"Positif"
"2271","ayaninstalasi jalan lapor tindak tera selesaipdhal orangkalo lapor kena meter jalan salah lapor tindak",-8,"Negatif"
"569","fungsi",1,"Positif"
"2765","fitur aplikasi bumn buruk sulitaduk keluh putar pemakaian listrik kecewa kaitmilik usaha negara",-1,"Negatif"
"1928","lihat tagih bayar pasca bayaraplikasi gagal",-1,"Negatif"
"1415","tolong langgan subsidi bisnislokasi nomordata lainnyasaya anggap bijak sempurnaseharsnya tugaslangsung lokasi surfey mastik langgan layak tidakkalau data negara miskinsaya langgananak",3,"Positif"
"1132","puas",0,"Positif"
"1789","respon lambat",-1,"Negatif"
"914","memverivikasi respon",0,"Positif"
"160","aplikasi maksimal fasilitas konfirmasi gawai konsumen maksimal",1,"Positif"
"2669","update versi yakdi play stroe versi lamaudah coba hapus pasang ulang aplikasinyatapi terinstal",-1,"Negatif"
"2888","kilometer tulis periksa daya listrik padam sendriri mohon bantuanya kayak",-1,"Negatif"
"2238","aplikasi sibuk error tolong",-1,"Negatif"
"587","good promo daya real thanksumkm melesat maju",1,"Positif"
"2973","thanksquick respon ulas menit ganti bintang saran apps perihal binding akun ewallet bentuk tutorial instal",-1,"Negatif"
"791","live chat respon",0,"Positif"
"999","mohon maaf minsaya beli token listrik pakai mbangkingmobilesaldo sudar potong transaksi proses",1,"Positif"
"2923","terang listrik ubah daya lihat history upgrade akun upgrade ubah inti update ribet sulit konsumen mending balikin aplikasi simple mudah paham",-2,"Negatif"
"1078","pasang pilih pripinsi jawa timur propinsi",2,"Positif"
"941","metode bayargopay",0,"Positif"
"303","bagus ngeprint langsung printer kasirthermal aplikasi mitra bukalapak kasih bintang ngeprint thermal bayar link ajaseperti dana",2,"Positif"
"664","kasih bintang ayanganguanbaikambil sisi mugkin telat ganguan ganguan rumahmugkin aplikasi stabil kinerjaganguankasih bintang konsumen sabarjgn komen kasihanganguankena imbas komen negatif kalianhargai masyarakat besarmakasihganguan pantang plng terang",0,"Positif"
"1923","server error",-1,"Negatif"
"2961","masuk daftar akun eror konfirmasi passwort arah",-1,"Negatif"
"205","aplikasibagus banget suka mohonmunculmohon aplikasi",1,"Positif"
"679","kasih bitang dulukarena akunmobie ternyatraa aplikasimobile tampil sisatoken listrik meter",0,"Positif"
"805","lumayan",1,"Positif"
"104","aplikasi bagustoken gratis download",1,"Positif"
"2937","bagus mudah ecek tagih informasirekening listrik bantu pandemi terimakasih",-1,"Negatif"
"2826","nama online gilir komplin komplain suruh kantor suai unit layan konsumenanak remaja ribet",-2,"Negatif"
"2073","aplikasi lumayan update layan stroomneticon tiang listrik rumah pasang kabel fibertercover tugas kabel internetmenghub kantor wilayah info langganpasang lokasi pinggir jalan utama hitung warga cari langgan titik sulit mohon sulitpengin maju",-1,"Negatif"
"2428","susah verifikasi",-1,"Negatif"
"666","kasih bintang cepat layan",2,"Positif"
"2492","lapor ganggu sespon area hubung kali",-2,"Negatif"
"2617","ajar",-1,"Negatif"
"1344","terimakasihaplikasi bantu penanganan lapang ganggu",1,"Positif"
"2864","susah verifikasi",-1,"Negatif"
"1212","senang puas ayanpulsahabis masak apkh langsung kantorbantuaplksimobilejwbnx oprtorxkali",0,"Positif"
"417","beli token listrik nomor tokenbayar briva",1,"Positif"
"1562","komplainpagimobile tindak plnstatus riwayat selesai tindak lapang telepon tugas",-1,"Negatif"
"1275","terima kasih",1,"Positif"
"1642","lihat tagih bayar pasca bayaraplikasi gagal",-1,"Negatif"
"217","aplikasilancar notofikasi pemberitahuan bayar scan ribet pergi kantor bayaraplikasimohon tingkat cepat loadingnya terimakasih",0,"Positif"
"235","assalamualaikum mohon maafpusat pemindahan tiang listrik kena biyaya alam belimatiganti tiang listrikpakai suai alamattiang listrik pindah suaialamt kena biyaya ribu bayar trksh",1,"Positif"
"2107","lokasi bekas titik suai provinsi pasang jawa timur aplikasi payah",-1,"Negatif"
"331","bantu aplikasimobile mudah bentuk pengaduanmudahnyamancepat ditangani",0,"Positif"
"973","moga jaya rayapersija",0,"Positif"
"203","aplikasi upgrade akun kali kirim tolong sulit",0,"Positif"
"2213","ayaninstalasi jalan lapor tindak tera selesaipdhal orangkalo lapor kena meter jalan salah lapor tindak",-8,"Negatif"
"1798","status selesa nyala tugas ecek telepon kali pakai aplikasi tindak tolong tindak rumah padam",-3,"Negatif"
"1153","respon cepat masuk teammohon pandemi masker ecek rumah terima kasih",0,"Positif"
"681","kasih keluh langsung tanggulang call centernya terima kasih",0,"Positif"
"2256","jaga amanahapapun konsekuensinyakarena konsumen denda telat bayar lupa uangdlltp madammitigasi resiko konsumen",-1,"Negatif"
"1655","mohon updatean beli ulas sala karnakan lokasi sala mohon lengkap chat costumer live instan melapur",-2,"Negatif"
"1777","lengkap kota kabupaten",-1,"Negatif"
"2321","live chat eror jaring stabil putus mending aplikasikecewa beli token hasil kode",-1,"Negatif"
"467","butuh layan kasihbiarlayanlayan balasanmya selesai maksudbingung aplikasi",0,"Positif"
"380","bantu terima kasih bantu rakyatindonesia moga maju",4,"Positif"
"1273","terbaikgassskee",0,"Positif"
"2596","server error",-1,"Negatif"
"1819","benerin listrik pakai aplikasi cekik harga promonya murah lokasi mahal ampun",-1,"Negatif"
"2747","lokasi bekas titik suai provinsi pasang jawa timur aplikasi payah",-1,"Negatif"
"2255","beli token link gagal grafik pemakaian hilang simulasi pasang hilang proses pasang",-3,"Negatif"
"2059","listrik mati terusharixstatus laporregu penugasantapi tunggu datangpara tenishormat nyalatrus ditinggaldicari masalahnyabiar mati",-1,"Negatif"
"769","lihat riwayat blank backgroundteks",0,"Positif"
"1163","responcepat haturnuhun",0,"Positif"
"364","bantu pelang",1,"Positif"
"187","aplikasi pasang listrikaplikasi muncul pilih provinsi provinsi jatim fitur customer service tunggu balas chat otomatis",3,"Positif"
"2156","halopasangkabeltiang besi batang total biaya penawaran biayabiaya",-1,"Negatif"
"1058","notifikasi beli token indak oadahal beli kagak transaksi kagak",0,"Positif"
"1192","saran fitur emoney deposit transfer transaksi beli token",1,"Positif"
"2086","fiturpilih jeniskeluh catat meter klik detail keluh rumah penghunikosong icon kirim keluh pesan langgan sampa arti aplikasi fungsi mesti",-4,"Negatif"
"2533","invoice lengkap update masuk pakai lupa password masuk rubah full servis fiturriwayat pemakaian tanggal bayarlunas versi overall bagus",-2,"Negatif"
"977","moga manfaat langgan",1,"Positif"
"414","beli token bayar gopay saldo dudah potong nomer tokenchatbalas",1,"Positif"
"237","ayan",0,"Positif"
"2791","hallooanehkalo totalin tagih biayatotalkali lipat",-1,"Negatif"
"2728","susah apdet",-1,"Negatif"
"1591","kecewa madam buka puasa imsak nyalareapon telepon lapor moga keluarga berik sehat sabar",-2,"Negatif"
"229","aplikasisisa pulsa aplikasi",1,"Positif"
"1676","masuk susah bangetsedang ganggu jaring terusmohon info",-2,"Negatif"
"349","bantu kalo metode bayar koneksi dana",2,"Positif"
"32","alhamdulillah aplikasimobile inisangat bantukeluh",1,"Positif"
"2165","klikmuncul jenis ganggu",-1,"Negatif"
"2371","daftarloginaneh email mulu daftar sekal aneh sumpah aneh",-2,"Negatif"
"1186","saldo enakatau gopay consumen terima kasih",1,"Positif"
"2784","daftar email daftarlupa password masuk masuk verifikasi",-1,"Negatif"
"539","enak",0,"Positif"
"2664","buka kali hapus play storedariarahdownload",-1,"Negatif"
"2252","ampas listrik mati lapor listrik mati claim nyala daerahjalur jalur nyala lancar mati bosan lapor",-7,"Negatif"
"774","listri pakai token dayamemberitahukan pelangmobile madam listrik lambat manfaat pemberitahuanya madam beli token biaya bayar virtual account biaya beli kios resmimurah beli tokopedia tolong token promonya biar seru beli",0,"Positif"
"1261","tanggal tanggal respon",0,"Positif"
"27","alhamdulilahamobile bantu kasih",1,"Positif"
"1659","lapor ganggu ribetsering force close lapor tolong langgan ganggu mahal bayar ayan murah",-3,"Negatif"
"917","mending bikin aplikasi developerbodoh jeleeeeeeeekkkkkkkkkk susah aplikasi",0,"Positif"
"280","bagus aplikasi bantu sekal terima kasihmobile",2,"Positif"
"41","alhamdulillah kasih bintangmobile ditindaklanjuti rumah berik informasi akurat kenatempo goodlah",0,"Positif"
"2269","coba komen orang bagus moga",-1,"Negatif"
"1911","ayankecewa hubung ganggu rusak listrik rumahbilang hubung rumah noantrian ticket hasil tungguhubung",-3,"Negatif"
"1970","buka puasa mati lampu beberaoa rumah sahur mati bebrapa rumah telpon",-4,"Negatif"
"93","aplikasi bagus sekaldirespon cepat masuk aplikasi tolong edit rating salah pencet bintang rating edit betulin kasihan petugaalapang salah kasih rating kasih bintang sekal tolong edit bintang rating kolom riwayatterimakasih",2,"Positif"
"1557","erti keluh masyarakat",-1,"Negatif"
"1481","valid",1,"Positif"
"84","aplikasi bagus mudah",0,"Positif"
"2031","aplikasi sibuk error tolong",-1,"Negatif"
"2181","penangananrespon jelek",-1,"Negatif"
"1539","status selesai langgan lapor tulis selesai nyata tugas lampu nyalanyala ohhh lucu",-2,"Negatif"
"2601","assalamualaikum warahmatullahi wabarokaatuh bantulistrik rumah mati meter cantum tulis periksa maafdana biaya anggur uang bayar tugas",-2,"Negatif"
"1927","klikmuncul jenis ganggu",-1,"Negatif"
"1467","upgrade akun proses ambil fotorealme kemarin pakaimerk",0,"Positif"
"40","alhamdulillah kasih bintang smogah majuh",2,"Positif"
"2777","token listrik beli aplikasi tokopediaisiin meter listrik muncul tulis usang token kasih aktif",-1,"Negatif"
"1455","update aplikasi login aplikasi",0,"Positif"
"1284","terima kasih bantu customer followtrouble lapang cepat responsifsalam ptgscijawura hatur nuhun",4,"Positif"
"2843","aplikasi bagus tolong ditambahin informasi pemakaianpemakaianinformasicatat tanggal pencatatn krosceck suai nilai buruk gawai catatutama terima kasih",-1,"Negatif"
"1205","selamat sore sayq pasang meter wilayah sawangan depokterima kasih",1,"Positif"
"2721","turun daya susah sekal proses",-2,"Negatif"
"2184","mohon maaf layanribet kantorcabang sumenep lapor ganggu listrik rumah satpam bilang lapor layan aplikasimobile pulang hasil coba downloadmobile lapor aplikasi nyata sedia daerah coba nelpon layantanggap pulsa habis trnyta reformasi",-2,"Negatif"
"2872","aplikasi bagus mudah ganggu",-1,"Negatif"
"1458","update pakai aplikasi",0,"Positif"
"218","aplikasiloading",0,"Positif"
"2610","tolong tingkatnyakadangbutuhdikirimbuat lapor",-1,"Negatif"
"727","komplit riwayat aplikasi pemberitahuan kenameter dinayar sedia komunikasi listrik toko",1,"Positif"
"555","fitur lengkap mudah aplikasikualitas layansemangat",0,"Positif"
"1016","mohonmetode bayar dana",1,"Positif"
"140","aplikasi donld susahpasang listrikpaakk mintak tolong bantu",1,"Positif"
"2882","buruk error",-2,"Negatif"
"1687","lambat penanganan ganggu",-2,"Negatif"
"2033","mati sore",-1,"Negatif"
"1225","simulasi biayalangsung",0,"Positif"
"962","mobile shiiiiip mudah konsumen mantab maju tros",2,"Positif"
"860","mantap aplikasi",1,"Positif"
"2392","kecewa",-1,"Negatif"
"2432","gangguanpadam lapor aplikasi riwat selesai tangani padam tolongkondisi laangan susunguhnya",-1,"Negatif"
"1445","tugas plnnya ramah aplikasimobile bantu menangani keluhanpengaduan terimakasihtugasaplikasimobilebest",1,"Positif"
"2611","matab ayan kali meter token komplain menufast respon langsung telepon tugas terimakasih",-1,"Negatif"
"848","mantaaaaap",0,"Positif"
"2614","alhmdllah begutu lapor langsungalhamdulillah lamputerang kerjaramah sopan",-1,"Negatif"
"300","bagus moga kembang infocoba lapor cepat respon",0,"Positif"
"3","adminkasih solusi nomor tlpn daftarindaftarmobilepakai nomor",3,"Positif"
"792","live chat slow respon bikinlayan",0,"Positif"
"2209","aplikasi manfaat foto meter listrik lainlain salah info tagih diulangulang notifikasi info tagih selisih menit mohon terima kasih",-1,"Negatif"
